x, u, time
2.500000000000000052e-03,3.629084851616461324e-17,2.990000000000165858e+00
7.499999999999999722e-03,7.372464901179631683e-17,2.990000000000165858e+00
1.250000000000000069e-02,1.264564564814010904e-16,2.990000000000165858e+00
1.749999999999999820e-02,1.332941719518633829e-16,2.990000000000165858e+00
2.249999999999999917e-02,2.162412967529273766e-16,2.990000000000165858e+00
2.750000000000000014e-02,6.092470713446440056e-16,2.990000000000165858e+00
3.250000000000000111e-02,9.081785613419841007e-16,2.990000000000165858e+00
3.750000000000000555e-02,9.343429327699402909e-16,2.990000000000165858e+00
4.250000000000000305e-02,1.868502482300847171e-15,2.990000000000165858e+00
4.750000000000000056e-02,4.405712590020153702e-15,2.990000000000165858e+00
5.250000000000000500e-02,5.263204761844581565e-15,2.990000000000165858e+00
5.750000000000000250e-02,6.067465237814475093e-15,2.990000000000165858e+00
6.250000000000000000e-02,1.670528235507284689e-14,2.990000000000165858e+00
6.750000000000000444e-02,2.756738986153895333e-14,2.990000000000165858e+00
7.250000000000000888e-02,2.859929185732715997e-14,2.990000000000165858e+00
7.749999999999999944e-02,5.118401775883080579e-14,2.990000000000165858e+00
8.250000000000000389e-02,1.211048633703024899e-13,2.990000000000165858e+00
8.750000000000000833e-02,1.499858507084469010e-13,2.990000000000165858e+00
9.249999999999999889e-02,1.651789460942299116e-13,2.990000000000165858e+00
9.750000000000000333e-02,4.210890386980313950e-13,2.990000000000165858e+00
1.025000000000000078e-01,7.456404002187117947e-13,2.990000000000165858e+00
1.074999999999999983e-01,7.862104851623465106e-13,2.990000000000165858e+00
1.125000000000000028e-01,1.167812706872029113e-12,2.990000000000165858e+00
1.175000000000000072e-01,2.960380186610637115e-12,2.990000000000165858e+00
1.224999999999999978e-01,4.164322079992207619e-12,2.990000000000165858e+00
1.275000000000000022e-01,4.370385580164169132e-12,2.990000000000165858e+00
1.325000000000000067e-01,8.666282114418565977e-12,2.990000000000165858e+00
1.375000000000000111e-01,1.847875007277113946e-11,2.990000000000165858e+00
1.425000000000000155e-01,2.472940228986091335e-11,2.990000000000165858e+00
1.474999999999999922e-01,3.016995828572108169e-11,2.990000000000165858e+00
1.524999999999999967e-01,5.834559218404882279e-11,2.990000000000165858e+00
1.575000000000000011e-01,1.114239824577743650e-10,2.990000000000165858e+00
1.625000000000000056e-01,1.561216334171551497e-10,2.990000000000165858e+00
1.675000000000000100e-01,2.106932297554411972e-10,2.990000000000165858e+00
1.725000000000000144e-01,3.790187365974087027e-10,2.990000000000165858e+00
1.775000000000000189e-01,6.897175399884528420e-10,2.990000000000165858e+00
1.824999999999999956e-01,1.030113759416637978e-09,2.990000000000165858e+00
1.875000000000000000e-01,1.473443783850132754e-09,2.990000000000165858e+00
1.925000000000000044e-01,2.487887987372878219e-09,2.990000000000165858e+00
1.975000000000000089e-01,4.393617559443229548e-09,2.990000000000165858e+00
2.025000000000000133e-01,6.928842850452198868e-09,2.990000000000165858e+00
