x, u, time
8.064516129032258058e-04,3.009624175739152167e-32,9.929760665646298889e-01
2.419354838709677092e-03,4.846131161869894954e-32,9.929760665646298889e-01
4.032258064516128920e-03,7.774575623269155078e-32,9.929760665646298889e-01
5.645161290322580315e-03,1.244403417854378276e-31,9.929760665646298889e-01
7.258064516129031710e-03,1.988622160357383003e-31,9.929760665646298889e-01
8.870967741935483972e-03,3.173490271684630134e-31,9.929760665646298889e-01
1.048387096774193450e-02,5.057206435220443255e-31,9.929760665646298889e-01
1.209677419354838503e-02,8.047248448008510034e-31,9.929760665646298889e-01
1.370967741935483729e-02,1.278581135185814870e-30,9.929760665646298889e-01
1.532258064516128955e-02,2.028356004237039633e-30,9.929760665646298889e-01
1.693548387096774008e-02,3.212863648298163905e-30,9.929760665646298889e-01
1.854838709677418887e-02,5.081272598827832892e-30,9.929760665646298889e-01
2.016129032258064113e-02,8.023894203683049713e-30,9.929760665646298889e-01
2.177419354838709339e-02,1.265116796841328854e-29,9.929760665646298889e-01
2.338709677419354219e-02,1.991630540164390429e-29,9.929760665646298889e-01
2.499999999999999445e-02,3.130542152443954370e-29,9.929760665646298889e-01
2.661290322580644671e-02,4.913181743264679247e-29,9.929760665646298889e-01
2.822580645161289897e-02,7.699073364790293655e-29,9.929760665646298889e-01
2.983870967741935123e-02,1.204609521856559320e-28,9.929760665646298889e-01
3.145161290322580350e-02,1.881855110999355051e-28,9.929760665646298889e-01
3.306451612903225923e-02,2.935337197904226382e-28,9.929760665646298889e-01
3.467741935483870802e-02,4.571530424732657858e-28,9.929760665646298889e-01
3.629032258064515681e-02,7.108810002492090753e-28,9.929760665646298889e-01
3.790322580645161255e-02,1.103732281651593000e-27,9.929760665646298889e-01
3.951612903225806134e-02,1.711047225700125806e-27,9.929760665646298889e-01
4.112903225806451013e-02,2.648448515622385612e-27,9.929760665646298889e-01
4.274193548387096586e-02,4.093098894016314432e-27,9.929760665646298889e-01
4.435483870967741465e-02,6.316027077893068435e-27,9.929760665646298889e-01
4.596774193548386345e-02,9.731205591386201762e-27,9.929760665646298889e-01
4.758064516129031918e-02,1.496994171339719096e-26,9.929760665646298889e-01
4.919354838709676797e-02,2.299345571395182990e-26,9.929760665646298889e-01
5.080645161290322370e-02,3.526297440407858400e-26,9.929760665646298889e-01
5.241935483870967249e-02,5.399630943689173578e-26,9.929760665646298889e-01
5.403225806451612129e-02,8.255426914628637991e-26,9.929760665646298889e-01
5.564516129032257702e-02,1.260216624363970102e-25,9.929760665646298889e-01
5.725806451612902581e-02,1.920794772937154026e-25,9.929760665646298889e-01
5.887096774193548154e-02,2.923120416239049176e-25,9.929760665646298889e-01
6.048387096774193034e-02,4.441629364135938440e-25,9.929760665646298889e-01
6.209677419354837913e-02,6.738569043987288424e-25,9.929760665646298889e-01
6.370967741935483486e-02,1.020757776318105518e-24,9.929760665646298889e-01
6.532258064516129059e-02,1.543857637432402777e-24,9.929760665646298889e-01
6.693548387096773244e-02,2.331423851659097875e-24,9.929760665646298889e-01
6.854838709677418818e-02,3.515317406197206497e-24,9.929760665646298889e-01
7.016129032258064391e-02,5.292210052477516440e-24,9.929760665646298889e-01
7.177419354838708576e-02,7.954973135902641112e-24,9.929760665646298889e-01
7.338709677419354149e-02,1.193903906672330240e-23,9.929760665646298889e-01
7.499999999999999722e-02,1.789076614575356313e-23,9.929760665646298889e-01
7.661290322580643908e-02,2.676808565788994286e-23,9.929760665646298889e-01
7.822580645161289481e-02,3.998843395608617308e-23,9.929760665646298889e-01
7.983870967741935054e-02,5.964583040874454420e-23,9.929760665646298889e-01
8.145161290322579239e-02,8.882890207291672415e-23,9.929760665646298889e-01
8.306451612903224813e-02,1.320860382620018778e-22,9.929760665646298889e-01
8.467741935483870386e-02,1.961046328399097964e-22,9.929760665646298889e-01
8.629032258064514571e-02,2.907013292799272369e-22,9.929760665646298889e-01
8.790322580645160144e-02,4.302633085890265195e-22,9.929760665646298889e-01
8.951612903225805717e-02,6.358426355068628747e-22,9.929760665646298889e-01
9.112903225806449903e-02,9.381945918832943877e-22,9.929760665646298889e-01
9.274193548387095476e-02,1.382178269374935815e-21,9.929760665646298889e-01
9.435483870967741049e-02,2.033119765225393500e-21,9.929760665646298889e-01
9.596774193548386622e-02,2.985998200675062607e-21,9.929760665646298889e-01
9.758064516129030808e-02,4.378685074844756473e-21,9.929760665646298889e-01
9.919354838709676381e-02,6.410994189517058659e-21,9.929760665646298889e-01
1.008064516129032195e-01,9.372047331489271927e-21,9.929760665646298889e-01
1.024193548387096614e-01,1.367952117492339055e-20,9.929760665646298889e-01
1.040322580645161171e-01,1.993584130199198650e-20,9.929760665646298889e-01
1.056451612903225729e-01,2.900850891075994898e-20,9.929760665646298889e-01
1.072580645161290147e-01,4.214473508979501780e-20,9.929760665646298889e-01
1.088709677419354704e-01,6.113476601216540566e-20,9.929760665646298889e-01
1.104838709677419262e-01,8.854419703670974692e-20,9.929760665646298889e-01
1.120967741935483680e-01,1.280438718332600244e-19,9.929760665646298889e-01
1.137096774193548238e-01,1.848775846314260341e-19,9.929760665646298889e-01
1.153225806451612795e-01,2.665240527195287190e-19,9.929760665646298889e-01
1.169354838709677352e-01,3.836323051507370775e-19,9.929760665646298889e-01
1.185483870967741771e-01,5.513412315785302460e-19,9.929760665646298889e-01
1.201612903225806328e-01,7.911379834050281007e-19,9.929760665646298889e-01
1.217741935483870885e-01,1.133470938744423273e-18,9.929760665646298889e-01
1.233870967741935304e-01,1.621417516367929539e-18,9.929760665646298889e-01
1.249999999999999861e-01,2.315824139462958123e-18,9.929760665646298889e-01
1.266129032258064280e-01,3.302497269228806335e-18,9.929760665646298889e-01
1.282258064516128837e-01,4.702247262017684939e-18,9.929760665646298889e-01
1.298387096774193394e-01,6.684893498686825325e-18,9.929760665646298889e-01
1.314516129032257674e-01,9.488760610232154925e-18,9.929760665646298889e-01
1.330645161290322231e-01,1.344777354331379009e-17,9.929760665646298889e-01
1.346774193548386789e-01,1.902905043446440367e-17,9.929760665646298889e-01
1.362903225806451346e-01,2.688497361144026433e-17,9.929760665646298889e-01
1.379032258064515903e-01,3.792519428591305984e-17,9.929760665646298889e-01
1.395161290322580461e-01,5.341603556462016686e-17,9.929760665646298889e-01
1.411290322580644740e-01,7.511748959938856007e-17,9.929760665646298889e-01
1.427419354838709298e-01,1.054717109899020860e-16,9.929760665646298889e-01
1.443548387096773855e-01,1.478619291381453743e-16,9.929760665646298889e-01
1.459677419354838412e-01,2.069674910809475485e-16,9.929760665646298889e-01
1.475806451612902970e-01,2.892499097927290976e-16,9.929760665646298889e-01
1.491935483870967527e-01,4.036171395673226237e-16,9.929760665646298889e-01
1.508064516129031807e-01,5.623299058200129493e-16,9.929760665646298889e-01
1.524193548387096364e-01,7.822362106754806473e-16,9.929760665646298889e-01
1.540322580645160921e-01,1.086450012770883526e-15,9.929760665646298889e-01
1.556451612903225479e-01,1.506630047010181059e-15,9.929760665646298889e-01
1.572580645161290036e-01,2.086068118860269479e-15,9.929760665646298889e-01
1.588709677419354593e-01,2.883867343109966328e-15,9.929760665646298889e-01
1.604838709677419151e-01,3.980585441599887514e-15,9.929760665646298889e-01
1.620967741935483430e-01,5.485843909307621617e-15,9.929760665646298889e-01
1.637096774193547988e-01,7.548570486571782694e-15,9.929760665646298889e-01
1.653225806451612545e-01,1.037076286506190349e-14,9.929760665646298889e-01
1.669354838709677102e-01,1.422595278397832282e-14,9.929760665646298889e-01
1.685483870967741660e-01,1.948393363201168010e-14,9.929760665646298889e-01
1.701612903225806217e-01,2.664381995770280621e-14,9.929760665646298889e-01
1.717741935483870497e-01,3.637817102247158626e-14,9.929760665646298889e-01
1.733870967741935054e-01,4.959178078446541780e-14,9.929760665646298889e-01
1.749999999999999611e-01,6.749987563029808986e-14,9.929760665646298889e-01
1.766129032258064169e-01,9.173194896496042694e-14,9.929760665646298889e-01
