x, u, time
-9.975000000000000533e-01,9.751222052433996728e-09,2.999999999997543298e+01
-9.925000000000000488e-01,1.365882223147193067e-08,2.999999999997543298e+01
-9.875000000000000444e-01,2.209295925834059359e-08,2.999999999997543298e+01
-9.825000000000000400e-01,3.461220025842219184e-08,2.999999999997543298e+01
-9.775000000000000355e-01,5.076308708418207890e-08,2.999999999997543298e+01
-9.725000000000000311e-01,6.616973086650553612e-08,2.999999999997543298e+01
-9.675000000000000266e-01,7.593047975207415757e-08,2.999999999997543298e+01
-9.625000000000000222e-01,9.312768204218428860e-08,2.999999999997543298e+01
-9.575000000000000178e-01,1.389291450464999211e-07,2.999999999997543298e+01
-9.525000000000000133e-01,2.097182519896765344e-07,2.999999999997543298e+01
-9.475000000000000089e-01,3.033230385416792651e-07,2.999999999997543298e+01
-9.425000000000000044e-01,4.609417311402167515e-07,2.999999999997543298e+01
-9.375000000000000000e-01,6.822526265976401975e-07,2.999999999997543298e+01
-9.325000000000001066e-01,8.459361749813643867e-07,2.999999999997543298e+01
-9.274999999999999911e-01,9.216717424570796114e-07,2.999999999997543298e+01
-9.225000000000000977e-01,1.224928553108114481e-06,2.999999999997543298e+01
-9.175000000000000933e-01,2.140159968445031015e-06,2.999999999997543298e+01
-9.125000000000000888e-01,3.624012812734259662e-06,2.999999999997543298e+01
-9.075000000000000844e-01,5.477664608304913678e-06,2.999999999997543298e+01
-9.025000000000000799e-01,8.052744280821127825e-06,2.999999999997543298e+01
-8.975000000000000755e-01,1.175622320139947342e-05,2.999999999997543298e+01
-8.925000000000000711e-01,1.567252527891754916e-05,2.999999999997543298e+01
-8.875000000000000666e-01,1.832819896773333262e-05,2.999999999997543298e+01
-8.825000000000000622e-01,2.129822553755862189e-05,2.999999999997543298e+01
-8.775000000000000577e-01,3.088325481134624004e-05,2.999999999997543298e+01
-8.725000000000000533e-01,5.391477952365855328e-05,2.999999999997543298e+01
-8.675000000000000488e-01,9.219536615050967260e-05,2.999999999997543298e+01
-8.625000000000000444e-01,1.434788955677744778e-04,2.999999999997543298e+01
-8.575000000000000400e-01,2.074582450532157479e-04,2.999999999997543298e+01
-8.525000000000000355e-01,2.863503719438789024e-04,2.999999999997543298e+01
-8.475000000000000311e-01,3.784766136360981381e-04,2.999999999997543298e+01
-8.425000000000000266e-01,4.802115267823662366e-04,2.999999999997543298e+01
-8.375000000000000222e-01,6.077500290236295287e-04,2.999999999997543298e+01
-8.325000000000000178e-01,8.214071537567662349e-04,2.999999999997543298e+01
-8.275000000000000133e-01,1.219819373051718881e-03,2.999999999997543298e+01
-8.225000000000000089e-01,1.900135173834073066e-03,2.999999999997543298e+01
-8.175000000000001155e-01,2.922678031749662529e-03,2.999999999997543298e+01
-8.125000000000000000e-01,4.315593953870941815e-03,2.999999999997543298e+01
-8.075000000000001066e-01,6.108156321761279081e-03,2.999999999997543298e+01
-8.024999999999999911e-01,8.362594062023949448e-03,2.999999999997543298e+01
-7.975000000000000977e-01,1.121758275359182114e-02,2.999999999997543298e+01
-7.924999999999999822e-01,1.498872336685572182e-02,2.999999999997543298e+01
-7.875000000000000888e-01,2.031449728293495752e-02,2.999999999997543298e+01
-7.825000000000000844e-01,2.824723639434511754e-02,2.999999999997543298e+01
-7.775000000000000799e-01,4.019943332012326787e-02,2.999999999997543298e+01
-7.725000000000000755e-01,5.776857206961973079e-02,2.999999999997543298e+01
-7.675000000000000711e-01,8.252449622786697803e-02,2.999999999997543298e+01
-7.625000000000000666e-01,1.157763613664407193e-01,2.999999999997543298e+01
