x, u, time
4.003202562049639444e-04,8.911519481623838557e-01,5.199996666552906266e-01
1.200960768614891833e-03,8.994089797438152845e-01,5.199996666552906266e-01
2.001601281024820156e-03,9.073934531007861182e-01,5.199996666552906266e-01
2.802241793434748045e-03,9.150967806486570710e-01,5.199996666552906266e-01
3.602882305844675934e-03,9.225106259632841477e-01,5.199996666552906266e-01
4.403522818254604690e-03,9.296269187786924126e-01,5.199996666552906266e-01
5.204163330664531711e-03,9.364378696051398610e-01,5.199996666552906266e-01
6.004803843074460468e-03,9.429359839371282970e-01,5.199996666552906266e-01
6.805444355484387489e-03,9.491140760118910169e-01,5.199996666552906266e-01
7.606084867894316245e-03,9.549652820674209286e-01,5.199996666552906266e-01
8.406725380304245002e-03,9.604830730428157715e-01,5.199996666552906266e-01
9.207365892714172023e-03,9.656612666719192051e-01,5.199996666552906266e-01
1.000800640512410078e-02,9.704940389447740401e-01,5.199996666552906266e-01
1.080864691753402780e-02,9.749759349439716116e-01,5.199996666552906266e-01
1.160928742994395656e-02,9.791018790856572673e-01,5.199996666552906266e-01
1.240992794235388358e-02,9.828671847887850976e-01,5.199996666552906266e-01
1.321056845476381233e-02,9.862675635525031126e-01,5.199996666552906266e-01
1.401120896717374109e-02,9.892991333508346363e-01,5.199996666552906266e-01
1.481184947958366811e-02,9.919584261868098496e-01,5.199996666552906266e-01
1.561248999199359687e-02,9.942423946299636661e-01,5.199996666552906266e-01
1.641313050440352389e-02,9.961484172263043169e-01,5.199996666552906266e-01
1.721377101681344918e-02,9.976743028270743663e-01,5.199996666552906266e-01
1.801441152922337793e-02,9.988182940951402244e-01,5.199996666552906266e-01
1.881505204163330669e-02,9.995790706251278523e-01,5.199996666552906266e-01
1.961569255404323545e-02,9.999557521019117878e-01,5.199996666552906266e-01
2.041633306645316420e-02,9.999479015005874327e-01,5.199996666552906266e-01
2.121697357886308949e-02,9.995555274398182366e-01,5.199996666552906266e-01
2.201761409127301825e-02,9.987790843443709043e-01,5.199996666552906266e-01
2.281825460368294700e-02,9.976194703038698819e-01,5.199996666552906266e-01
2.361889511609287576e-02,9.960780238774290529e-01,5.199996666552906266e-01
2.441953562850280104e-02,9.941565207729458065e-01,5.199996666552906266e-01
2.522017614091272980e-02,9.918571704702286995e-01,5.199996666552906266e-01
2.602081665332265856e-02,9.891826124507311357e-01,5.199996666552906266e-01
2.682145716573258731e-02,9.861359116811649894e-01,5.199996666552906266e-01
2.762209767814251607e-02,9.827205531390593718e-01,5.199996666552906266e-01
2.842273819055244136e-02,9.789404353263641001e-01,5.199996666552906266e-01
2.922337870296237011e-02,9.747998628291117962e-01,5.199996666552906266e-01
3.002401921537229887e-02,9.703035380300653046e-01,5.199996666552906266e-01
3.082465972778222763e-02,9.654565520790283628e-01,5.199996666552906266e-01
3.162530024019215291e-02,9.602643751957324891e-01,5.199996666552906266e-01
3.242594075260208514e-02,9.547328463451815184e-01,5.199996666552906266e-01
3.322658126501201042e-02,9.488681623012835686e-01,5.199996666552906266e-01
3.402722177742193571e-02,9.426768661058938514e-01,5.199996666552906266e-01
3.482786228983186794e-02,9.361658349344061936e-01,5.199996666552906266e-01
3.562850280224179322e-02,9.293422673887931085e-01,5.199996666552906266e-01
3.642914331465172545e-02,9.222136702491465776e-01,5.199996666552906266e-01
3.722978382706165074e-02,9.147878447214885522e-01,5.199996666552906266e-01
3.803042433947157602e-02,9.070728722220159357e-01,5.199996666552906266e-01
3.883106485188150825e-02,8.990770997375688856e-01,5.199996666552906266e-01
3.963170536429143354e-02,8.908091248007012908e-01,5.199996666552906266e-01
4.043234587670136576e-02,8.822777801167805967e-01,5.199996666552906266e-01
4.123298638911129105e-02,8.734921178804766484e-01,5.199996666552906266e-01
4.203362690152121633e-02,8.644613938194418701e-01,5.199996666552906266e-01
4.283426741393114856e-02,8.551950510039465492e-01,5.199996666552906266e-01
4.363490792634107385e-02,8.457027034619977179e-01,5.199996666552906266e-01
4.443554843875099913e-02,8.359941196396952767e-01,5.199996666552906266e-01
4.523618895116093136e-02,8.260792057466550542e-01,5.199996666552906266e-01
4.603682946357085665e-02,8.159679890262979685e-01,5.199996666552906266e-01
4.683746997598078887e-02,8.056706009901202226e-01,5.199996666552906266e-01
4.763811048839071416e-02,7.951972606548701750e-01,5.199996666552906266e-01
4.843875100080063945e-02,7.845582578207501712e-01,5.199996666552906266e-01
4.923939151321057167e-02,7.737639364286001964e-01,5.199996666552906266e-01
5.004003202562049696e-02,7.628246780331826571e-01,5.199996666552906266e-01
5.084067253803042918e-02,7.517508854288026399e-01,5.199996666552906266e-01
5.164131305044035447e-02,7.405529664627807929e-01,5.199996666552906266e-01
5.244195356285027976e-02,7.292413180710873855e-01,5.199996666552906266e-01
5.324259407526021198e-02,7.178263105696232049e-01,5.199996666552906266e-01
5.404323458767013727e-02,7.063182722331373675e-01,5.199996666552906266e-01
5.484387510008006950e-02,6.947274741928582964e-01,5.199996666552906266e-01
5.564451561248999478e-02,6.830641156822406801e-01,5.199996666552906266e-01
