x, u, time
2.500000000000000052e-03,8.353033421268646990e-07,5.749999999999532818e+00
7.499999999999999722e-03,1.232488593075308930e-06,5.749999999999532818e+00
1.250000000000000069e-02,1.870212743143111789e-06,5.749999999999532818e+00
1.749999999999999820e-02,2.846016680027229029e-06,5.749999999999532818e+00
2.249999999999999917e-02,4.320471997972944745e-06,5.749999999999532818e+00
2.750000000000000014e-02,6.539964530671714002e-06,5.749999999999532818e+00
3.250000000000000111e-02,9.906071509030503136e-06,5.749999999999532818e+00
3.750000000000000555e-02,1.499883300053543635e-05,5.749999999999532818e+00
4.250000000000000305e-02,2.260249912620095647e-05,5.749999999999532818e+00
4.750000000000000056e-02,3.395939044043785220e-05,5.749999999999532818e+00
5.250000000000000500e-02,5.110468895943908401e-05,5.749999999999532818e+00
5.750000000000000250e-02,7.686407075943292805e-05,5.749999999999532818e+00
6.250000000000000000e-02,1.149420774950873854e-04,5.749999999999532818e+00
6.750000000000000444e-02,1.710756692023171477e-04,5.749999999999532818e+00
7.250000000000000888e-02,2.547137462434552664e-04,5.749999999999532818e+00
7.749999999999999944e-02,3.795101593929856303e-04,5.749999999999532818e+00
8.250000000000000389e-02,5.631757548728890924e-04,5.749999999999532818e+00
8.750000000000000833e-02,8.298745474555747730e-04,5.749999999999532818e+00
9.249999999999999889e-02,1.216422684621713476e-03,5.749999999999532818e+00
9.750000000000000333e-02,1.779409426200483785e-03,5.749999999999532818e+00
1.025000000000000078e-01,2.600035723111444961e-03,5.749999999999532818e+00
1.074999999999999983e-01,3.786605371686565819e-03,5.749999999999532818e+00
1.125000000000000028e-01,5.476635099916578146e-03,5.749999999999532818e+00
1.175000000000000072e-01,7.840918245651468457e-03,5.749999999999532818e+00
1.224999999999999978e-01,1.109223142381733813e-02,5.749999999999532818e+00
1.275000000000000022e-01,1.550037601681885854e-02,5.749999999999532818e+00
1.325000000000000067e-01,2.141099399951056428e-02,5.749999999999532818e+00
1.375000000000000111e-01,2.925873213080642035e-02,5.749999999999532818e+00
1.425000000000000155e-01,3.956007877542936507e-02,5.749999999999532818e+00
1.474999999999999922e-01,5.287818824903295356e-02,5.749999999999532818e+00
1.524999999999999967e-01,6.977687602646420739e-02,5.749999999999532818e+00
1.575000000000000011e-01,9.079857762003211430e-02,5.749999999999532818e+00
1.625000000000000056e-01,1.164721084821425945e-01,5.749999999999532818e+00
1.675000000000000100e-01,1.473003602034273496e-01,5.749999999999532818e+00
1.725000000000000144e-01,1.836834523278594589e-01,5.749999999999532818e+00
1.775000000000000189e-01,2.258236206401339208e-01,5.749999999999532818e+00
1.824999999999999956e-01,2.737075764773710951e-01,5.749999999999532818e+00
1.875000000000000000e-01,3.271576523699142314e-01,5.749999999999532818e+00
1.925000000000000044e-01,3.858085635340988140e-01,5.749999999999532818e+00
1.975000000000000089e-01,4.489373734398476867e-01,5.749999999999532818e+00
2.025000000000000133e-01,5.153124492175102933e-01,5.749999999999532818e+00
2.075000000000000178e-01,5.832836205607907498e-01,5.749999999999532818e+00
2.124999999999999944e-01,6.510477469241301440e-01,5.749999999999532818e+00
2.174999999999999989e-01,7.167534132267042724e-01,5.749999999999532818e+00
2.225000000000000033e-01,7.783019752968797222e-01,5.749999999999532818e+00
2.275000000000000078e-01,8.331948252934372467e-01,5.749999999999532818e+00
2.325000000000000122e-01,8.788922001936688710e-01,5.749999999999532818e+00
2.375000000000000167e-01,9.136000566419505420e-01,5.749999999999532818e+00
2.424999999999999933e-01,9.367847045340147449e-01,5.749999999999532818e+00
2.474999999999999978e-01,9.488311293623128417e-01,5.749999999999532818e+00
2.525000000000000022e-01,9.500854224160090178e-01,5.749999999999532818e+00
2.575000000000000067e-01,9.401690051910692736e-01,5.749999999999532818e+00
2.625000000000000111e-01,9.182074477411296121e-01,5.749999999999532818e+00
2.675000000000000155e-01,8.837498814193625041e-01,5.749999999999532818e+00
2.725000000000000200e-01,8.375667205469076171e-01,5.749999999999532818e+00
2.775000000000000244e-01,7.817224091128051056e-01,5.749999999999532818e+00
2.825000000000000289e-01,7.189963984988216872e-01,5.749999999999532818e+00
2.875000000000000333e-01,6.521766245664987194e-01,5.749999999999532818e+00
2.924999999999999822e-01,5.836596722325189113e-01,5.749999999999532818e+00
2.974999999999999867e-01,5.154093363849767684e-01,5.749999999999532818e+00
3.024999999999999911e-01,4.490641350615062199e-01,5.749999999999532818e+00
3.074999999999999956e-01,3.860008223004515182e-01,5.749999999999532818e+00
3.125000000000000000e-01,3.273160972224665732e-01,5.749999999999532818e+00
3.175000000000000044e-01,2.737901159090950221e-01,5.749999999999532818e+00
3.225000000000000089e-01,2.258866440787937191e-01,5.749999999999532818e+00
3.275000000000000133e-01,1.837908968238803620e-01,5.749999999999532818e+00
3.325000000000000178e-01,1.474583291342872748e-01,5.749999999999532818e+00
3.375000000000000222e-01,1.166571663023387162e-01,5.749999999999532818e+00
3.425000000000000266e-01,9.100612111035651097e-02,5.749999999999532818e+00
3.475000000000000311e-01,7.001458183605423213e-02,5.749999999999532818e+00
3.525000000000000355e-01,5.312659963909833333e-02,5.749999999999532818e+00
3.574999999999999845e-01,3.976354752402162102e-02,5.749999999999532818e+00
3.624999999999999889e-01,2.935953510130776337e-02,5.749999999999532818e+00
3.674999999999999933e-01,2.138683669566989951e-02,5.749999999999532818e+00
3.724999999999999978e-01,1.537174174942279418e-02,5.749999999999532818e+00
3.775000000000000022e-01,1.090258163908420889e-02,5.749999999999532818e+00
3.825000000000000067e-01,7.631747128266859297e-03,5.749999999999532818e+00
3.875000000000000111e-01,5.273278373629923174e-03,5.749999999999532818e+00
3.925000000000000155e-01,3.597475388860607928e-03,5.749999999999532818e+00
3.975000000000000200e-01,2.423849099456990008e-03,5.749999999999532818e+00
4.025000000000000244e-01,1.613491230784789166e-03,5.749999999999532818e+00
4.075000000000000289e-01,1.061616160618176780e-03,5.749999999999532818e+00
4.125000000000000333e-01,6.907210116815344723e-04,5.749999999999532818e+00
4.175000000000000377e-01,4.445856562404348769e-04,5.749999999999532818e+00
4.224999999999999867e-01,2.831940610258747962e-04,5.749999999999532818e+00
4.274999999999999911e-01,1.785741773718069409e-04,5.749999999999532818e+00
4.324999999999999956e-01,1.114989605918185811e-04,5.749999999999532818e+00
4.375000000000000000e-01,6.895333426662109849e-05,5.749999999999532818e+00
4.425000000000000044e-01,4.224864574972316336e-05,5.749999999999532818e+00
4.475000000000000089e-01,2.565811977009929890e-05,5.749999999999532818e+00
4.525000000000000133e-01,1.545286158663327326e-05,5.749999999999532818e+00
4.575000000000000178e-01,9.233995489868109736e-06,5.749999999999532818e+00
4.625000000000000222e-01,5.477083492479419253e-06,5.749999999999532818e+00
4.675000000000000266e-01,3.225337022539710864e-06,5.749999999999532818e+00
4.725000000000000311e-01,1.885518693296027357e-06,5.749999999999532818e+00
4.775000000000000355e-01,1.093920500111710998e-06,5.749999999999532818e+00
4.824999999999999845e-01,6.296722295036376763e-07,5.749999999999532818e+00
4.874999999999999889e-01,3.596244447300006423e-07,5.749999999999532818e+00
4.924999999999999933e-01,2.039454822678229429e-07,5.749999999999532818e+00
4.974999999999999978e-01,1.150107090869674137e-07,5.749999999999532818e+00
5.024999999999999467e-01,6.460277449251073529e-08,5.749999999999532818e+00
5.074999999999999512e-01,3.617993145533561525e-08,5.749999999999532818e+00
5.124999999999999556e-01,2.018607699472948402e-08,5.749999999999532818e+00
5.174999999999999600e-01,1.118888833405506149e-08,5.749999999999532818e+00
5.224999999999999645e-01,6.137834201160978787e-09,5.749999999999532818e+00
5.274999999999999689e-01,3.323781374746873114e-09,5.749999999999532818e+00
5.324999999999999734e-01,1.779494534963177706e-09,5.749999999999532818e+00
5.374999999999999778e-01,9.488144625461528835e-10,5.749999999999532818e+00
5.424999999999999822e-01,5.096115428013600502e-10,5.749999999999532818e+00
5.474999999999999867e-01,2.780904034983532867e-10,5.749999999999532818e+00
5.524999999999999911e-01,1.536293510632392605e-10,5.749999999999532818e+00
5.574999999999999956e-01,8.430181847533958296e-11,5.749999999999532818e+00
5.625000000000000000e-01,4.468875438632787528e-11,5.749999999999532818e+00
5.675000000000000044e-01,2.233837118799018140e-11,5.749999999999532818e+00
5.725000000000000089e-01,1.048687291696371194e-11,5.749999999999532818e+00
5.775000000000000133e-01,4.836069539201696461e-12,5.749999999999532818e+00
5.824999999999999067e-01,2.462756034776424261e-12,5.749999999999532818e+00
5.874999999999999112e-01,1.517561958547897610e-12,5.749999999999532818e+00
5.924999999999999156e-01,1.032040090318311342e-12,5.749999999999532818e+00
5.974999999999999201e-01,6.480571657621004880e-13,5.749999999999532818e+00
6.024999999999999245e-01,3.237306159386057351e-13,5.749999999999532818e+00
6.074999999999999289e-01,1.080425180440578191e-13,5.749999999999532818e+00
6.124999999999999334e-01,2.074327507095354725e-14,5.749999999999532818e+00
6.174999999999999378e-01,1.236176183052304988e-14,5.749999999999532818e+00
6.224999999999999423e-01,1.233235139723050091e-14,5.749999999999532818e+00
6.274999999999999467e-01,1.129456520771152725e-14,5.749999999999532818e+00
6.324999999999999512e-01,8.199106905070935744e-15,5.749999999999532818e+00
6.374999999999999556e-01,4.373368697459570231e-15,5.749999999999532818e+00
6.424999999999999600e-01,1.458227472234169153e-15,5.749999999999532818e+00
6.474999999999999645e-01,2.341522546312244447e-16,5.749999999999532818e+00
6.524999999999999689e-01,1.274933189341991899e-16,5.749999999999532818e+00
6.574999999999999734e-01,1.270825639349503059e-16,5.749999999999532818e+00
6.624999999999999778e-01,1.143891365174370886e-16,5.749999999999532818e+00
6.674999999999999822e-01,8.017144263282036588e-17,5.749999999999532818e+00
6.724999999999999867e-01,4.179158566618939362e-17,5.749999999999532818e+00
6.774999999999999911e-01,1.493789131733591551e-17,5.749999999999532818e+00
6.824999999999999956e-01,3.135685272321396398e-18,5.749999999999532818e+00
6.875000000000000000e-01,1.708712489286349150e-18,5.749999999999532818e+00
6.925000000000000044e-01,5.034851180911125495e-18,5.749999999999532818e+00
6.975000000000000089e-01,8.774721693231935855e-18,5.749999999999532818e+00
7.025000000000000133e-01,1.010250895856089958e-17,5.749999999999532818e+00
7.074999999999999067e-01,1.025550468014007853e-17,5.749999999999532818e+00
7.124999999999999112e-01,1.771698862039928477e-17,5.749999999999532818e+00
7.174999999999999156e-01,3.834886220304407737e-17,5.749999999999532818e+00
7.224999999999999201e-01,5.151404775328455305e-17,5.749999999999532818e+00
7.274999999999999245e-01,5.248196139553558265e-17,5.749999999999532818e+00
7.324999999999999289e-01,8.436815231322860492e-17,5.749999999999532818e+00
7.374999999999999334e-01,2.046123950502619259e-16,5.749999999999532818e+00
7.424999999999999378e-01,3.086754519020701555e-16,5.749999999999532818e+00
7.474999999999999423e-01,3.208938600420147014e-16,5.749999999999532818e+00
7.524999999999999467e-01,4.141676096385458259e-16,5.749999999999532818e+00
